geo_accession,title,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,taxid_ch1,characteristics_ch1,molecule_ch1,extract_protocol_ch1,data_processing,platform_id,contact_name,contact_email,contact_laboratory,contact_department,contact_institute,contact_address,contact_city,contact_zip/postal_code,contact_country,instrument_model,library_selection,library_source,library_strategy,relation,supplementary_file_1,series_id,data_row_count
GSM3356219,P0123,Public on Oct 29 2018,Aug 23 2018,Oct 29 2018,SRA,1,T cells,Homo sapiens,9606,patient: P0123,total RNA,"Based on FACS analysis, single cells of different subtypes, including CD8+ T cells (CD3+ and CD8+), T helper cells (CD3+, CD4+ and CD25-), and regulatory T cells (CD3+, CD4+ and CD25high), were sorted into wells of 96-well plates (Axygen) with lysis buffer, which contained 1 µl 10 mM dNTP mix (Fermentas), 1 µl 10 µM Oligo dT primer, 1.9 µl 1% Triton X-100 (Sigma) plus 0.1 µl 40 U/µl RNase Inhibitor (Takara). The sealed plates were stored frozen at −80 ℃. Single cell transcriptome amplifications were performed following the Smart-Seq2 protocol. The amplified cDNA products were purified with 1x Agencourt XP DNA beads (Beckman). Following the first round of beads purification, the cDNA of each single cell was quantified with qPCR of CD3D, and fragment analysis (using fragment analyzer AATI).",Sequencing data from Illumina Hiseq4000 sequencer were first processed to filter out low quality reads which were defined as: 1) “N” bases account for 10% reads’ length; 2) bases with quality < 5 account for 50% reads’ length; 3) contain adapter sequence.,GPL20301,"zemin,,zhang",zeminz@yahoo.com,Zhang Lab,BIOPIC,Peking University,Yiheyuan Road,Beijing,100871,China,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09906911,NONE,GSE108989,0
GSM3356220,P0215,Public on Oct 29 2018,Aug 23 2018,Oct 29 2018,SRA,1,T cells,Homo sapiens,9606,patient: P0215,total RNA,"Based on FACS analysis, single cells of different subtypes, including CD8+ T cells (CD3+ and CD8+), T helper cells (CD3+, CD4+ and CD25-), and regulatory T cells (CD3+, CD4+ and CD25high), were sorted into wells of 96-well plates (Axygen) with lysis buffer, which contained 1 µl 10 mM dNTP mix (Fermentas), 1 µl 10 µM Oligo dT primer, 1.9 µl 1% Triton X-100 (Sigma) plus 0.1 µl 40 U/µl RNase Inhibitor (Takara). The sealed plates were stored frozen at −80 ℃. Single cell transcriptome amplifications were performed following the Smart-Seq2 protocol. The amplified cDNA products were purified with 1x Agencourt XP DNA beads (Beckman). Following the first round of beads purification, the cDNA of each single cell was quantified with qPCR of CD3D, and fragment analysis (using fragment analyzer AATI).",Sequencing data from Illumina Hiseq4000 sequencer were first processed to filter out low quality reads which were defined as: 1) “N” bases account for 10% reads’ length; 2) bases with quality < 5 account for 50% reads’ length; 3) contain adapter sequence.,GPL20301,"zemin,,zhang",zeminz@yahoo.com,Zhang Lab,BIOPIC,Peking University,Yiheyuan Road,Beijing,100871,China,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09906910,NONE,GSE108989,0
GSM3356221,P0309,Public on Oct 29 2018,Aug 23 2018,Oct 29 2018,SRA,1,T cells,Homo sapiens,9606,patient: P0309,total RNA,"Based on FACS analysis, single cells of different subtypes, including CD8+ T cells (CD3+ and CD8+), T helper cells (CD3+, CD4+ and CD25-), and regulatory T cells (CD3+, CD4+ and CD25high), were sorted into wells of 96-well plates (Axygen) with lysis buffer, which contained 1 µl 10 mM dNTP mix (Fermentas), 1 µl 10 µM Oligo dT primer, 1.9 µl 1% Triton X-100 (Sigma) plus 0.1 µl 40 U/µl RNase Inhibitor (Takara). The sealed plates were stored frozen at −80 ℃. Single cell transcriptome amplifications were performed following the Smart-Seq2 protocol. The amplified cDNA products were purified with 1x Agencourt XP DNA beads (Beckman). Following the first round of beads purification, the cDNA of each single cell was quantified with qPCR of CD3D, and fragment analysis (using fragment analyzer AATI).",Sequencing data from Illumina Hiseq4000 sequencer were first processed to filter out low quality reads which were defined as: 1) “N” bases account for 10% reads’ length; 2) bases with quality < 5 account for 50% reads’ length; 3) contain adapter sequence.,GPL20301,"zemin,,zhang",zeminz@yahoo.com,Zhang Lab,BIOPIC,Peking University,Yiheyuan Road,Beijing,100871,China,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09906909,NONE,GSE108989,0
GSM3356222,P0411,Public on Oct 29 2018,Aug 23 2018,Oct 29 2018,SRA,1,T cells,Homo sapiens,9606,patient: P0411,total RNA,"Based on FACS analysis, single cells of different subtypes, including CD8+ T cells (CD3+ and CD8+), T helper cells (CD3+, CD4+ and CD25-), and regulatory T cells (CD3+, CD4+ and CD25high), were sorted into wells of 96-well plates (Axygen) with lysis buffer, which contained 1 µl 10 mM dNTP mix (Fermentas), 1 µl 10 µM Oligo dT primer, 1.9 µl 1% Triton X-100 (Sigma) plus 0.1 µl 40 U/µl RNase Inhibitor (Takara). The sealed plates were stored frozen at −80 ℃. Single cell transcriptome amplifications were performed following the Smart-Seq2 protocol. The amplified cDNA products were purified with 1x Agencourt XP DNA beads (Beckman). Following the first round of beads purification, the cDNA of each single cell was quantified with qPCR of CD3D, and fragment analysis (using fragment analyzer AATI).",Sequencing data from Illumina Hiseq4000 sequencer were first processed to filter out low quality reads which were defined as: 1) “N” bases account for 10% reads’ length; 2) bases with quality < 5 account for 50% reads’ length; 3) contain adapter sequence.,GPL20301,"zemin,,zhang",zeminz@yahoo.com,Zhang Lab,BIOPIC,Peking University,Yiheyuan Road,Beijing,100871,China,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09906908,NONE,GSE108989,0
GSM3356223,P0413,Public on Oct 29 2018,Aug 23 2018,Oct 29 2018,SRA,1,T cells,Homo sapiens,9606,patient: P0413,total RNA,"Based on FACS analysis, single cells of different subtypes, including CD8+ T cells (CD3+ and CD8+), T helper cells (CD3+, CD4+ and CD25-), and regulatory T cells (CD3+, CD4+ and CD25high), were sorted into wells of 96-well plates (Axygen) with lysis buffer, which contained 1 µl 10 mM dNTP mix (Fermentas), 1 µl 10 µM Oligo dT primer, 1.9 µl 1% Triton X-100 (Sigma) plus 0.1 µl 40 U/µl RNase Inhibitor (Takara). The sealed plates were stored frozen at −80 ℃. Single cell transcriptome amplifications were performed following the Smart-Seq2 protocol. The amplified cDNA products were purified with 1x Agencourt XP DNA beads (Beckman). Following the first round of beads purification, the cDNA of each single cell was quantified with qPCR of CD3D, and fragment analysis (using fragment analyzer AATI).",Sequencing data from Illumina Hiseq4000 sequencer were first processed to filter out low quality reads which were defined as: 1) “N” bases account for 10% reads’ length; 2) bases with quality < 5 account for 50% reads’ length; 3) contain adapter sequence.,GPL20301,"zemin,,zhang",zeminz@yahoo.com,Zhang Lab,BIOPIC,Peking University,Yiheyuan Road,Beijing,100871,China,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09906907,NONE,GSE108989,0
GSM3356224,P0701,Public on Oct 29 2018,Aug 23 2018,Oct 29 2018,SRA,1,T cells,Homo sapiens,9606,patient: P0701,total RNA,"Based on FACS analysis, single cells of different subtypes, including CD8+ T cells (CD3+ and CD8+), T helper cells (CD3+, CD4+ and CD25-), and regulatory T cells (CD3+, CD4+ and CD25high), were sorted into wells of 96-well plates (Axygen) with lysis buffer, which contained 1 µl 10 mM dNTP mix (Fermentas), 1 µl 10 µM Oligo dT primer, 1.9 µl 1% Triton X-100 (Sigma) plus 0.1 µl 40 U/µl RNase Inhibitor (Takara). The sealed plates were stored frozen at −80 ℃. Single cell transcriptome amplifications were performed following the Smart-Seq2 protocol. The amplified cDNA products were purified with 1x Agencourt XP DNA beads (Beckman). Following the first round of beads purification, the cDNA of each single cell was quantified with qPCR of CD3D, and fragment analysis (using fragment analyzer AATI).",Sequencing data from Illumina Hiseq4000 sequencer were first processed to filter out low quality reads which were defined as: 1) “N” bases account for 10% reads’ length; 2) bases with quality < 5 account for 50% reads’ length; 3) contain adapter sequence.,GPL20301,"zemin,,zhang",zeminz@yahoo.com,Zhang Lab,BIOPIC,Peking University,Yiheyuan Road,Beijing,100871,China,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09906906,NONE,GSE108989,0
GSM3356225,P0825,Public on Oct 29 2018,Aug 23 2018,Oct 29 2018,SRA,1,T cells,Homo sapiens,9606,patient: P0825,total RNA,"Based on FACS analysis, single cells of different subtypes, including CD8+ T cells (CD3+ and CD8+), T helper cells (CD3+, CD4+ and CD25-), and regulatory T cells (CD3+, CD4+ and CD25high), were sorted into wells of 96-well plates (Axygen) with lysis buffer, which contained 1 µl 10 mM dNTP mix (Fermentas), 1 µl 10 µM Oligo dT primer, 1.9 µl 1% Triton X-100 (Sigma) plus 0.1 µl 40 U/µl RNase Inhibitor (Takara). The sealed plates were stored frozen at −80 ℃. Single cell transcriptome amplifications were performed following the Smart-Seq2 protocol. The amplified cDNA products were purified with 1x Agencourt XP DNA beads (Beckman). Following the first round of beads purification, the cDNA of each single cell was quantified with qPCR of CD3D, and fragment analysis (using fragment analyzer AATI).",Sequencing data from Illumina Hiseq4000 sequencer were first processed to filter out low quality reads which were defined as: 1) “N” bases account for 10% reads’ length; 2) bases with quality < 5 account for 50% reads’ length; 3) contain adapter sequence.,GPL20301,"zemin,,zhang",zeminz@yahoo.com,Zhang Lab,BIOPIC,Peking University,Yiheyuan Road,Beijing,100871,China,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09906905,NONE,GSE108989,0
GSM3356226,P0909,Public on Oct 29 2018,Aug 23 2018,Oct 29 2018,SRA,1,T cells,Homo sapiens,9606,patient: P0909,total RNA,"Based on FACS analysis, single cells of different subtypes, including CD8+ T cells (CD3+ and CD8+), T helper cells (CD3+, CD4+ and CD25-), and regulatory T cells (CD3+, CD4+ and CD25high), were sorted into wells of 96-well plates (Axygen) with lysis buffer, which contained 1 µl 10 mM dNTP mix (Fermentas), 1 µl 10 µM Oligo dT primer, 1.9 µl 1% Triton X-100 (Sigma) plus 0.1 µl 40 U/µl RNase Inhibitor (Takara). The sealed plates were stored frozen at −80 ℃. Single cell transcriptome amplifications were performed following the Smart-Seq2 protocol. The amplified cDNA products were purified with 1x Agencourt XP DNA beads (Beckman). Following the first round of beads purification, the cDNA of each single cell was quantified with qPCR of CD3D, and fragment analysis (using fragment analyzer AATI).",Sequencing data from Illumina Hiseq4000 sequencer were first processed to filter out low quality reads which were defined as: 1) “N” bases account for 10% reads’ length; 2) bases with quality < 5 account for 50% reads’ length; 3) contain adapter sequence.,GPL20301,"zemin,,zhang",zeminz@yahoo.com,Zhang Lab,BIOPIC,Peking University,Yiheyuan Road,Beijing,100871,China,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09906904,NONE,GSE108989,0
GSM3356227,P1012,Public on Oct 29 2018,Aug 23 2018,Oct 29 2018,SRA,1,T cells,Homo sapiens,9606,patient: P1012,total RNA,"Based on FACS analysis, single cells of different subtypes, including CD8+ T cells (CD3+ and CD8+), T helper cells (CD3+, CD4+ and CD25-), and regulatory T cells (CD3+, CD4+ and CD25high), were sorted into wells of 96-well plates (Axygen) with lysis buffer, which contained 1 µl 10 mM dNTP mix (Fermentas), 1 µl 10 µM Oligo dT primer, 1.9 µl 1% Triton X-100 (Sigma) plus 0.1 µl 40 U/µl RNase Inhibitor (Takara). The sealed plates were stored frozen at −80 ℃. Single cell transcriptome amplifications were performed following the Smart-Seq2 protocol. The amplified cDNA products were purified with 1x Agencourt XP DNA beads (Beckman). Following the first round of beads purification, the cDNA of each single cell was quantified with qPCR of CD3D, and fragment analysis (using fragment analyzer AATI).",Sequencing data from Illumina Hiseq4000 sequencer were first processed to filter out low quality reads which were defined as: 1) “N” bases account for 10% reads’ length; 2) bases with quality < 5 account for 50% reads’ length; 3) contain adapter sequence.,GPL20301,"zemin,,zhang",zeminz@yahoo.com,Zhang Lab,BIOPIC,Peking University,Yiheyuan Road,Beijing,100871,China,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09906903,NONE,GSE108989,0
GSM3356228,P1212,Public on Oct 29 2018,Aug 23 2018,Oct 29 2018,SRA,1,T cells,Homo sapiens,9606,patient: P1212,total RNA,"Based on FACS analysis, single cells of different subtypes, including CD8+ T cells (CD3+ and CD8+), T helper cells (CD3+, CD4+ and CD25-), and regulatory T cells (CD3+, CD4+ and CD25high), were sorted into wells of 96-well plates (Axygen) with lysis buffer, which contained 1 µl 10 mM dNTP mix (Fermentas), 1 µl 10 µM Oligo dT primer, 1.9 µl 1% Triton X-100 (Sigma) plus 0.1 µl 40 U/µl RNase Inhibitor (Takara). The sealed plates were stored frozen at −80 ℃. Single cell transcriptome amplifications were performed following the Smart-Seq2 protocol. The amplified cDNA products were purified with 1x Agencourt XP DNA beads (Beckman). Following the first round of beads purification, the cDNA of each single cell was quantified with qPCR of CD3D, and fragment analysis (using fragment analyzer AATI).",Sequencing data from Illumina Hiseq4000 sequencer were first processed to filter out low quality reads which were defined as: 1) “N” bases account for 10% reads’ length; 2) bases with quality < 5 account for 50% reads’ length; 3) contain adapter sequence.,GPL20301,"zemin,,zhang",zeminz@yahoo.com,Zhang Lab,BIOPIC,Peking University,Yiheyuan Road,Beijing,100871,China,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09906902,NONE,GSE108989,0
