geo_accession,title,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,taxid_ch1,characteristics_ch1,molecule_ch1,extract_protocol_ch1,description,data_processing,platform_id,contact_name,contact_email,contact_phone,contact_institute,contact_address,contact_city,contact_state,contact_zip/postal_code,contact_country,instrument_model,library_selection,library_source,library_strategy,relation,supplementary_file_1,series_id,data_row_count
GSM4405613,P0305 (Smart-seq2),Public on Apr 18 2020,Mar 11 2020,Apr 18 2020,SRA,1,CD45+ cells,Homo sapiens,9606,patient: P0305,total RNA,"Single cells were sorted into 96-well plates (Axygen) chilled to 4°C, prepared with lysis buffer with 1 μl 10 mM dNTP mix (Invitrogen), 1 μl 10 μM Oligo dT primer, 1.9 μl 1% Triton X-100 (Sigma), and 0.1 μl 40 U/μl RNase Inhibitor (Takara). The single cell lysates were sealed and stored frozen at -80°C immediately.",CRC.Leukocyte.Smart-seq2.TPM.txt.gz,The Smart-seq2 data were first processed to filter out low-quality reads when: (1) “N” bases accounting for 10% read length; or (2) bases with quality < 5 account for 50% read length; or (3) containing adapter sequences. The remaining paired-end reads were aligned to the UCSC hg38 human genome reference using kallisto (version 0.43.1) with parameters “--bootstrap-samples=100 --threads=2”. The R package tximport (version 1.9.12) was used to summarize the transcript-level estimated counts into the matrix of gene-level counts.,GPL20301,"ZIyi,,Li",liziyie@pku.edu.cn,13269475795,Peking University,No.5 Yiheyuan Road Haidian District,Beijing,-,100871,China,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14352260,NONE,GSE146771,0
GSM4405614,P0309 (Smart-seq2),Public on Apr 18 2020,Mar 11 2020,Apr 18 2020,SRA,1,CD45+ cells,Homo sapiens,9606,patient: P0309,total RNA,"Single cells were sorted into 96-well plates (Axygen) chilled to 4°C, prepared with lysis buffer with 1 μl 10 mM dNTP mix (Invitrogen), 1 μl 10 μM Oligo dT primer, 1.9 μl 1% Triton X-100 (Sigma), and 0.1 μl 40 U/μl RNase Inhibitor (Takara). The single cell lysates were sealed and stored frozen at -80°C immediately.",CRC.Leukocyte.Smart-seq2.TPM.txt.gz,The Smart-seq2 data were first processed to filter out low-quality reads when: (1) “N” bases accounting for 10% read length; or (2) bases with quality < 5 account for 50% read length; or (3) containing adapter sequences. The remaining paired-end reads were aligned to the UCSC hg38 human genome reference using kallisto (version 0.43.1) with parameters “--bootstrap-samples=100 --threads=2”. The R package tximport (version 1.9.12) was used to summarize the transcript-level estimated counts into the matrix of gene-level counts.,GPL20301,"ZIyi,,Li",liziyie@pku.edu.cn,13269475795,Peking University,No.5 Yiheyuan Road Haidian District,Beijing,-,100871,China,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14352259,NONE,GSE146771,0
GSM4405615,P0411 (Smart-seq2),Public on Apr 18 2020,Mar 11 2020,Apr 18 2020,SRA,1,CD45+ and CD45- cells,Homo sapiens,9606,patient: P0411,total RNA,"Single cells were sorted into 96-well plates (Axygen) chilled to 4°C, prepared with lysis buffer with 1 μl 10 mM dNTP mix (Invitrogen), 1 μl 10 μM Oligo dT primer, 1.9 μl 1% Triton X-100 (Sigma), and 0.1 μl 40 U/μl RNase Inhibitor (Takara). The single cell lysates were sealed and stored frozen at -80°C immediately.",CRC.Leukocyte.Smart-seq2.TPM.txt.gz,The Smart-seq2 data were first processed to filter out low-quality reads when: (1) “N” bases accounting for 10% read length; or (2) bases with quality < 5 account for 50% read length; or (3) containing adapter sequences. The remaining paired-end reads were aligned to the UCSC hg38 human genome reference using kallisto (version 0.43.1) with parameters “--bootstrap-samples=100 --threads=2”. The R package tximport (version 1.9.12) was used to summarize the transcript-level estimated counts into the matrix of gene-level counts.,GPL20301,"ZIyi,,Li",liziyie@pku.edu.cn,13269475795,Peking University,No.5 Yiheyuan Road Haidian District,Beijing,-,100871,China,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14352258,NONE,GSE146771,0
GSM4405616,P0413 (Smart-seq2),Public on Apr 18 2020,Mar 11 2020,Apr 18 2020,SRA,1,CD45+ and CD45- cells,Homo sapiens,9606,patient: P0413,total RNA,"Single cells were sorted into 96-well plates (Axygen) chilled to 4°C, prepared with lysis buffer with 1 μl 10 mM dNTP mix (Invitrogen), 1 μl 10 μM Oligo dT primer, 1.9 μl 1% Triton X-100 (Sigma), and 0.1 μl 40 U/μl RNase Inhibitor (Takara). The single cell lysates were sealed and stored frozen at -80°C immediately.",CRC.Leukocyte.Smart-seq2.TPM.txt.gz,The Smart-seq2 data were first processed to filter out low-quality reads when: (1) “N” bases accounting for 10% read length; or (2) bases with quality < 5 account for 50% read length; or (3) containing adapter sequences. The remaining paired-end reads were aligned to the UCSC hg38 human genome reference using kallisto (version 0.43.1) with parameters “--bootstrap-samples=100 --threads=2”. The R package tximport (version 1.9.12) was used to summarize the transcript-level estimated counts into the matrix of gene-level counts.,GPL20301,"ZIyi,,Li",liziyie@pku.edu.cn,13269475795,Peking University,No.5 Yiheyuan Road Haidian District,Beijing,-,100871,China,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14352257,NONE,GSE146771,0
GSM4405617,P0720 (Smart-seq2),Public on Apr 18 2020,Mar 11 2020,Apr 18 2020,SRA,1,CD45+ and CD45- cells,Homo sapiens,9606,patient: P0720,total RNA,"Single cells were sorted into 96-well plates (Axygen) chilled to 4°C, prepared with lysis buffer with 1 μl 10 mM dNTP mix (Invitrogen), 1 μl 10 μM Oligo dT primer, 1.9 μl 1% Triton X-100 (Sigma), and 0.1 μl 40 U/μl RNase Inhibitor (Takara). The single cell lysates were sealed and stored frozen at -80°C immediately.",CRC.Leukocyte.Smart-seq2.TPM.txt.gz,The Smart-seq2 data were first processed to filter out low-quality reads when: (1) “N” bases accounting for 10% read length; or (2) bases with quality < 5 account for 50% read length; or (3) containing adapter sequences. The remaining paired-end reads were aligned to the UCSC hg38 human genome reference using kallisto (version 0.43.1) with parameters “--bootstrap-samples=100 --threads=2”. The R package tximport (version 1.9.12) was used to summarize the transcript-level estimated counts into the matrix of gene-level counts.,GPL20301,"ZIyi,,Li",liziyie@pku.edu.cn,13269475795,Peking University,No.5 Yiheyuan Road Haidian District,Beijing,-,100871,China,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14352256,NONE,GSE146771,0
GSM4405618,P0728 (Smart-seq2),Public on Apr 18 2020,Mar 11 2020,Apr 18 2020,SRA,1,CD45+ and CD45- cells,Homo sapiens,9606,patient: P0728,total RNA,"Single cells were sorted into 96-well plates (Axygen) chilled to 4°C, prepared with lysis buffer with 1 μl 10 mM dNTP mix (Invitrogen), 1 μl 10 μM Oligo dT primer, 1.9 μl 1% Triton X-100 (Sigma), and 0.1 μl 40 U/μl RNase Inhibitor (Takara). The single cell lysates were sealed and stored frozen at -80°C immediately.",CRC.Leukocyte.Smart-seq2.TPM.txt.gz,The Smart-seq2 data were first processed to filter out low-quality reads when: (1) “N” bases accounting for 10% read length; or (2) bases with quality < 5 account for 50% read length; or (3) containing adapter sequences. The remaining paired-end reads were aligned to the UCSC hg38 human genome reference using kallisto (version 0.43.1) with parameters “--bootstrap-samples=100 --threads=2”. The R package tximport (version 1.9.12) was used to summarize the transcript-level estimated counts into the matrix of gene-level counts.,GPL20301,"ZIyi,,Li",liziyie@pku.edu.cn,13269475795,Peking University,No.5 Yiheyuan Road Haidian District,Beijing,-,100871,China,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14352255,NONE,GSE146771,0
GSM4405619,P0825 (Smart-seq2),Public on Apr 18 2020,Mar 11 2020,Apr 18 2020,SRA,1,CD45+ and CD45- cells,Homo sapiens,9606,patient: P0825,total RNA,"Single cells were sorted into 96-well plates (Axygen) chilled to 4°C, prepared with lysis buffer with 1 μl 10 mM dNTP mix (Invitrogen), 1 μl 10 μM Oligo dT primer, 1.9 μl 1% Triton X-100 (Sigma), and 0.1 μl 40 U/μl RNase Inhibitor (Takara). The single cell lysates were sealed and stored frozen at -80°C immediately.",CRC.Leukocyte.Smart-seq2.TPM.txt.gz,The Smart-seq2 data were first processed to filter out low-quality reads when: (1) “N” bases accounting for 10% read length; or (2) bases with quality < 5 account for 50% read length; or (3) containing adapter sequences. The remaining paired-end reads were aligned to the UCSC hg38 human genome reference using kallisto (version 0.43.1) with parameters “--bootstrap-samples=100 --threads=2”. The R package tximport (version 1.9.12) was used to summarize the transcript-level estimated counts into the matrix of gene-level counts.,GPL20301,"ZIyi,,Li",liziyie@pku.edu.cn,13269475795,Peking University,No.5 Yiheyuan Road Haidian District,Beijing,-,100871,China,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14352254,NONE,GSE146771,0
GSM4405620,P1212 (Smart-seq2),Public on Apr 18 2020,Mar 11 2020,Apr 18 2020,SRA,1,CD45+ and CD45- cells,Homo sapiens,9606,patient: P1212,total RNA,"Single cells were sorted into 96-well plates (Axygen) chilled to 4°C, prepared with lysis buffer with 1 μl 10 mM dNTP mix (Invitrogen), 1 μl 10 μM Oligo dT primer, 1.9 μl 1% Triton X-100 (Sigma), and 0.1 μl 40 U/μl RNase Inhibitor (Takara). The single cell lysates were sealed and stored frozen at -80°C immediately.",CRC.Leukocyte.Smart-seq2.TPM.txt.gz,The Smart-seq2 data were first processed to filter out low-quality reads when: (1) “N” bases accounting for 10% read length; or (2) bases with quality < 5 account for 50% read length; or (3) containing adapter sequences. The remaining paired-end reads were aligned to the UCSC hg38 human genome reference using kallisto (version 0.43.1) with parameters “--bootstrap-samples=100 --threads=2”. The R package tximport (version 1.9.12) was used to summarize the transcript-level estimated counts into the matrix of gene-level counts.,GPL20301,"ZIyi,,Li",liziyie@pku.edu.cn,13269475795,Peking University,No.5 Yiheyuan Road Haidian District,Beijing,-,100871,China,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14352253,NONE,GSE146771,0
GSM4405621,P1228 (Smart-seq2),Public on Apr 18 2020,Mar 11 2020,Apr 18 2020,SRA,1,CD45+ and CD45- cells,Homo sapiens,9606,patient: P1228,total RNA,"Single cells were sorted into 96-well plates (Axygen) chilled to 4°C, prepared with lysis buffer with 1 μl 10 mM dNTP mix (Invitrogen), 1 μl 10 μM Oligo dT primer, 1.9 μl 1% Triton X-100 (Sigma), and 0.1 μl 40 U/μl RNase Inhibitor (Takara). The single cell lysates were sealed and stored frozen at -80°C immediately.",CRC.Leukocyte.Smart-seq2.TPM.txt.gz,The Smart-seq2 data were first processed to filter out low-quality reads when: (1) “N” bases accounting for 10% read length; or (2) bases with quality < 5 account for 50% read length; or (3) containing adapter sequences. The remaining paired-end reads were aligned to the UCSC hg38 human genome reference using kallisto (version 0.43.1) with parameters “--bootstrap-samples=100 --threads=2”. The R package tximport (version 1.9.12) was used to summarize the transcript-level estimated counts into the matrix of gene-level counts.,GPL20301,"ZIyi,,Li",liziyie@pku.edu.cn,13269475795,Peking University,No.5 Yiheyuan Road Haidian District,Beijing,-,100871,China,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14352252,NONE,GSE146771,0
GSM4405622,P0104 (Smart-seq2),Public on Apr 18 2020,Mar 11 2020,Apr 18 2020,SRA,1,CD45+ and CD45- cells,Homo sapiens,9606,patient: P0104,total RNA,"Single cells were sorted into 96-well plates (Axygen) chilled to 4°C, prepared with lysis buffer with 1 μl 10 mM dNTP mix (Invitrogen), 1 μl 10 μM Oligo dT primer, 1.9 μl 1% Triton X-100 (Sigma), and 0.1 μl 40 U/μl RNase Inhibitor (Takara). The single cell lysates were sealed and stored frozen at -80°C immediately.",CRC.Leukocyte.Smart-seq2.TPM.txt.gz,The Smart-seq2 data were first processed to filter out low-quality reads when: (1) “N” bases accounting for 10% read length; or (2) bases with quality < 5 account for 50% read length; or (3) containing adapter sequences. The remaining paired-end reads were aligned to the UCSC hg38 human genome reference using kallisto (version 0.43.1) with parameters “--bootstrap-samples=100 --threads=2”. The R package tximport (version 1.9.12) was used to summarize the transcript-level estimated counts into the matrix of gene-level counts.,GPL20301,"ZIyi,,Li",liziyie@pku.edu.cn,13269475795,Peking University,No.5 Yiheyuan Road Haidian District,Beijing,-,100871,China,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14352251,NONE,GSE146771,0
